society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Ij4,Manihikians,xd893,raka1237,Rakahanga-Manihiki,Austronesian,EA004,0,0-5%,1850,,
Ij5,Raroians,xd894,tuam1242,Tuamotuan,Austronesian,EA004,0,0-5%,1900,,
Ij6,Hawaiians,xd895,hawa1245,Hawaiian,Austronesian,EA004,0,0-5%,1800,,
Ij7,Mangarevans,xd896,mang1401,Mangareva,Austronesian,EA004,0,0-5%,1900,,
Ij9,Easter Islanders,xd898,rapa1244,Rapanui,Austronesian,EA004,0,0-5%,1860,,
Na1,Nabesna,xd1026,uppe1437,Upper Tanana,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1930,,
Na10,Chugach,xd1027,chug1254,Chugach,Eskimo-Aleut,EA004,0,0-5%,1930,,
Na11,Sivokakmeit,xd1028,cent2128,Central Siberian Yupik,Eskimo-Aleut,EA004,0,0-5%,1920,,
Na12,Nunamiut,xd1029,nort2944,North Slope Inupiatun,Eskimo-Aleut,EA004,0,0-5%,1950,,
Na13,Baffin Island Inuit,xd1030,baff1240,North Baffin Inuktitut,Eskimo-Aleut,EA004,0,0-5%,1880,,
Na14,Inughuit (Northern Greenland),xd1031,pola1254,Polar Eskimo,Eskimo-Aleut,EA004,0,0-5%,1880,,
Na15,Tlicho,xd1032,dogr1252,Dogrib,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1860,,
Na16,Délįne,xd1033,nort2942,North Slavey,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1860,,
Na17,DeneTha,xd1034,sout2959,South Slavey,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1860,"Lynx Point band, Fort Simpson",
Na19,Dakelh,xd1035,carr1249,Carrier,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1880,with special reference to the Hwitsowitenne,
Na2,Tareumiut,xd1036,nort2944,North Slope Inupiatun,Eskimo-Aleut,EA004,0,0-5%,1880,,
Na20,Kutchin,xd1037,gwic1235,Gwich'in,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1880,with special reference to the Tatlit of Peel River Kutchin,
Na21,Caribou Inuit,xd1038,cari1277,Kivalliq,Eskimo-Aleut,EA004,0,0-5%,1900,,
Na22,Iglulik Inuit,xd1025,west2618,Western Canadian Inuktitut,Eskimo-Aleut,EA004,0,0-5%,1920,with special reference to the Aivilingmiut and Iglulingmiut,
Na23,Labrador Inuit,xd1039,labr1244,North Labrador Eskimo,Eskimo-Aleut,EA004,0,0-5%,1890,with special reference to the Koksoagmiu,
Na24,Tasiilaq,xd1040,tunu1234,Tunumiisiut,Eskimo-Aleut,EA004,0,0-5%,1880,,
Na25,Kalaallit (West Greenland),xd1041,kala1399,Kalaallisut,Eskimo-Aleut,EA004,0,0-5%,1910,with special reference to the inhabitants of the Egesminde District,
Na26,Dena'ina,xd1042,tana1289,Tanaina,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1870,with special reference to the Iliamna,
Na27,Tahltan,xd1043,tahl1239,Tahltan,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1870,,
Na28,Sekani,xd1044,seka1250,Sekani,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1880,,
Na29,Beaver,xd1045,beav1236,Beaver,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1850,,
Na3,Copper Inuit,xd1022,copp1244,Inuinnaqtun,Eskimo-Aleut,EA004,0,0-5%,1920,Coronation Gulf,
Na30,Dene,xd1046,chip1261,Chipewyan,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1880,,
Na31,Eastern Cree,xd1047,sout2978,Southern East Cree,Algic,EA004,0,0-5%,1850,with special reference to those of Albany and Moose Creek,
Na32,Montagnais,xd1048,mont1268,Montagnais,Algic,EA004,0,0-5%,1880,Lake St. John & Mistassini Band,
Na33,Northern Saulteaux,xd1049,alba1270,Albany River Ojibwa,Algic,EA004,0,0-5%,1870,Berens River band,
Na34,Pekangekum,xd1050,lacs1238,Lac Seul Ojibwa,Algic,EA004,0,0-5%,1940,a band of Northern Saulteaux very closely akin to Na33 (Berens River band) but described as of a much more recent date,
Na35,Nipigon,xd1051,cent2136,Central Ojibwa,Algic,EA004,0,0-5%,1800,,
Na36,Minnesota Ojibwa,xd1052,redl1238,Red Lake Chippewa,Algic,EA004,0,0-5%,1860,with special reference to the Red Lake and White Earth bands,
Na37,Rainy River Ojibwe,xd1053,rain1239,Rainy River Ojibwa,Algic,EA004,0,0-5%,1880,,
Na38,Katikitegon,xd1054,uppe1274,Upper Michigan-Wisconsin Chippewa,Algic,EA004,0,0-5%,1800,with special reference to the Lac Vieux Desert band,
Na39,Eastern Ojibwa,xd1055,east2542,Eastern Ojibwa,Algic,EA004,0,0-5%,1870,with special reference to the Kitchibuan of Parry Island,
Na4,Kaska,xd1056,kask1239,Kaska,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1920,Upper Liard and Dease River Group,
Na40,Ottawa,xd1057,otta1242,Ottawa,Algic,EA004,0,0-5%,1650,,
Na41,Mi'kmaq,xd1058,mikm1235,Mi'kmaq,Algic,EA004,0,0-5%,1700,Mainland division,
Na42,Potawatomi,xd1059,pota1247,Potawatomi,Algic,EA004,0,0-5%,1760,Prairie Potawatomi,
Na43,Netsilik,xd1060,nets1241,Natsilingmiutut,Eskimo-Aleut,EA004,0,0-5%,1920,,
Na44,Taqagmiut,xd1061,queb1248,Nunavik,Eskimo-Aleut,EA004,0,0-5%,1910,,
Na45,Mistissini Cree,xd1062,sout2978,Southern East Cree,Algic,EA004,0,0-5%,1900,,
Na5,Naskapi,xd1063,nask1242,Naskapi,Algic,EA004,0,0-5%,1890,"with special reference to the northern bands (Barren Ground, Ungava, White Whale River)",
Na6,Nunivak,xd1064,kusk1241,General Central Yup'ik,Eskimo-Aleut,EA004,0,0-5%,1930,,
Na7,Attawapiskat Cree,xd1065,swam1239,Swampy Cree,Algic,EA004,0,0-5%,1900,with special reference to the Attawapiskat Swampy Cree,
Na8,Deg Xit'an,xd1066,dege1248,Degexit'an,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1880,Shageluk Village,
Na9,Aleut,xd1067,east2533,Eastern Aleut,Eskimo-Aleut,EA004,0,0-5%,1830,Unalaska Branch (Eastern Aleut),
Nb1,Haida,xd1068,nort2938,Northern Haida,Haida,EA004,0,0-5%,1890,Masset Town,
Nb10,Alkatcho,xd1069,sout2958,Southern Carrier,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1865,,
Nb11,Nuu chah nulth,xd1070,nuuc1236,Nuu-chah-nulth,Wakashan,EA004,0,0-5%,1880,with special reference to the Central Nootka,
Nb12,Klahoose,xd1071,slia1241,Sliammon,Salishan,EA004,0,0-5%,1880,,
Nb13,Squamish,xd1072,squa1248,Squamish,Salishan,EA004,0,0-5%,1880,,
Nb14,Comox,xd1073,isla1276,Island Comox,Salishan,EA004,0,0-5%,1880,,
Nb15,Lummi,xd1074,lumm1243,Lummi,Salishan,EA004,0,0-5%,1880,,
Nb16,Klallam,xd1075,clal1241,Clallam,Salishan,EA004,0,0-5%,1860,,
Nb17,Puyallup,xd1076,sout2965,Southern Puget Sound Salish,Salishan,EA004,0,0-5%,1870,,
Nb18,Quileute,xd1077,quil1240,Quileute,Chimakuan,EA004,0,0-5%,1880,,
Nb19,Lower Chinook,xd1078,chin1286,Chinook,Chinookan,EA004,0,0-5%,1850,,
Nb2,Twana,xd1079,twan1247,Twana,Salishan,EA004,0,0-5%,1850,Twana Tribe,
Nb20,Tillamook,xd1080,till1254,Tillamook,Salishan,EA004,0,0-5%,1870,,
Nb21,Coos,xd1081,coos1249,Hanis,Coosan,EA004,0,0-5%,1860,,
Nb22,Tlingit,xd1082,tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1880,with special reference to the Chilkat,
Nb23,Heiltsuk,xd1083,bell1263,Bella Bella,Wakashan,EA004,0,0-5%,1880,,
Nb24,Makah,xd1084,maka1318,Makah,Wakashan,EA004,0,0-5%,1860,,
Nb25,Quinault,xd1085,quin1251,Quinault,Salishan,EA004,0,0-5%,1860,,
Nb26,Cowichan,xd1086,cowi1241,Cowichan,Salishan,EA004,0,0-5%,1880,,
Nb27,Stó:lō,xd1087,chil1281,Chiliwack,Salishan,EA004,0,0-5%,1880,with special reference to the Tait,
Nb28,Alsea,xd1088,alse1251,Alsea-Yaquina,,EA004,0,0-5%,1860,,
Nb29,Siuslaw,xd1089,sius1254,Siuslaw,,EA004,0,0-5%,1860,,
Nb3,Kwakwaka'wakw,xd1090,kwak1269,Kwak'wala,Wakashan,EA004,0,0-5%,1890,,
Nb30,Takelma,xd1091,take1257,Takelma,,EA004,0,0-5%,1860,,
Nb31,Tututni,xd1092,tutu1242,Tututni,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1870,,
Nb32,Shasta,xd1093,shas1239,Shasta,Shastan,EA004,0,0-5%,1860,with special reference to the Shastika or eastern Shasta,
Nb33,Chimariko,xd1094,chim1301,Chimariko,,EA004,0,0-5%,1860,,
Nb34,Karuk,xd1095,karo1304,Karok,,EA004,0,0-5%,1860,,
Nb35,Hupa,xd1096,hupa1239,Hupa,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1860,,
Nb36,Wiyot,xd1097,wiyo1248,Wiyot,Algic,EA004,0,0-5%,1860,,
Nb37,Lassik,xd1098,wail1244,Wailaki,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1860,,
Nb38,Mattole-Bear River,xd1099,matt1238,Mattole,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1860,with special reference to the inhabitants of the Bear River,
Nb39,Sinkyone,xd1100,wail1244,Wailaki,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1860,,
Nb4,Yurok,xd1101,yuro1248,Yurok,Algic,EA004,0,0-5%,1850,,
Nb5,Eyak,xd1102,eyak1241,Eyak,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1890,Eyak Tribe,
Nb6,Tolowa,xd1103,tolo1259,Tolowa-Chetco,Athabaskan-Eyak-Tlingit,EA004,0,0-5%,1870,,
Nb7,Tsimshian,xd1104,nucl1649,Southern-Coastal Tsimshian,Tsimshian,EA004,0,0-5%,1880,,
Nb8,Haisla,xd1105,hais1244,Haisla,Wakashan,EA004,0,0-5%,1880,,
Nb9,Nuxalk,xd1106,bell1243,Bella Coola,Salishan,EA004,0,0-5%,1880,"Central group, lower B.C. River",
Nc1,Nomlaki,xd1107,noml1242,Nomlaki,Wintuan,EA004,0,0-5%,1850,,
Nc10,Achumawi,xd1108,achu1247,Achumawi,Palaihnihan,EA004,0,0-5%,1860,,
Nc11,Yana,xd1109,yana1271,Yana,,EA004,0,0-5%,1860,,
Nc12,Maidu,xd1110,nort2952,Northeast Maidu,Maiduan,EA004,0,0-5%,1850,with special reference to the Northeastern Mountain Maidu,
Nc13,Nisenan,xd1111,nise1244,Nisenan,Maiduan,EA004,0,0-5%,1850,with special reference to the Hill and Mountain Nisenan,
Nc14,Wintu,xd1112,nucl1651,Nuclear Wintu,Wintuan,EA004,0,0-5%,1860,with special reference to the northeastern Wintu,
Nc15,Coast Yuki,xd1113,yuki1243,Yuki,Yuki-Wappo,EA004,0,0-5%,1860,,
Nc16,Huchnom,xd1114,yuki1243,Yuki,Yuki-Wappo,EA004,0,0-5%,1860,,
Nc17,Northern Pomo,xd1115,nort2966,Northern Pomo,Pomoan,EA004,0,0-5%,1860,with special reference to those of Kalekau,
Nc18,Eastern Pomo,xd1116,east2545,Eastern Pomo,Pomoan,EA004,0,0-5%,1860,"Clear Lake, Village of Cignon",
Nc19,Southern Pomo,xd1117,sout2984,Southern Pomo,Pomoan,EA004,0,0-5%,1860,with special reference to those near Santa Rosa,
Nc2,Tübalulabal,xd1118,tuba1278,Tübatulabal,Uto-Aztecan,EA004,0,0-5%,1850,,
Nc20,Wappo,xd1119,wapp1239,Wappo,Yuki-Wappo,EA004,0,0-5%,1860,,
Nc21,Lake Miwok,xd1120,lake1258,Lake Miwok,Miwok-Costanoan,EA004,0,0-5%,1860,,
Nc22,Patwin,xd1121,patw1250,Patwin,Wintuan,EA004,0,0-5%,1850,with special reference to the Hill Patwin,
Nc23,Western Mono,xd1122,mono1275,Mono (USA),Uto-Aztecan,EA004,0,0-5%,1870,,
Nc24,Southern Valley Yokuts,xd1123,vall1251,Valley Yokuts,Yokutsan,EA004,0,0-5%,1860,Tulare Lake,
Nc25,Wukchumni,xd1124,tule1245,Tule-Kaweah Yokuts,Yokutsan,EA004,0,0-5%,1860,,
Nc26,Salinan,xd1125,sali1253,Salinan,,EA004,0,0-5%,1770,,
Nc27,Kawaiisu,xd1126,kawa1283,Kawaiisu,Uto-Aztecan,EA004,0,0-5%,1860,,
Nc28,Chumash,xd1127,cruz1243,Cruzeño,Chumashan,EA004,0,0-5%,1800,,
Nc29,Tongva,xd1128,tong1329,Tongva,Uto-Aztecan,EA004,0,0-5%,1770,,
Nc3,Northern Foothill Yokuts,xd1129,nort2937,Northern Hill/Valley Yokuts,Yokutsan,EA004,0,0-5%,1850,with special reference to those of the Northern Foothills,
Nc30,Serrano,xd1130,serr1255,Serrano,Uto-Aztecan,EA004,0,0-5%,1870,,
Nc31,Cahuilla (Desert),xd1131,cahu1264,Cahuilla,Uto-Aztecan,EA004,0,0-5%,1870,with special reference to the Desert Cahuilla,
Nc32,Cupeño,xd1132,cupe1243,Cupeño,Uto-Aztecan,EA004,0,0-5%,1870,,
Nc33,Luiseño,xd1133,luis1253,Luiseno,Uto-Aztecan,EA004,0,0-5%,1860,,
Nc34,Kiliwa,xd1134,kili1268,Kiliwa,Cochimi-Yuman,EA004,0,0-5%,1880,,
Nc4,Atsugewi,xd1135,atsu1245,Atsugewi,Palaihnihan,EA004,0,0-5%,1860,,
Nc5,Central Sierra Miwok,xd1136,cent2140,Central Sierra Miwok,Miwok-Costanoan,EA004,0,0-5%,1850,with special reference to the Central Sierra group,
Nc6,Kumeyaay,xd1137,kumi1248,Tipai,Cochimi-Yuman,EA004,0,0-5%,1850,with special reference to the Southern Diegueno,
Nc7,Yuki,xd1138,yuki1243,Yuki,Yuki-Wappo,EA004,0,0-5%,1850,,
Nc8,Klamath,xd1139,klam1254,Klamath-Modoc,,EA004,0,0-5%,1860,Klamath Tribe,
Nc9,Modoc,xd1140,klam1254,Klamath-Modoc,,EA004,0,0-5%,1860,,
Nd1,Tenino,xd1141,teni1238,Tenino,Sahaptian,EA004,0,0-5%,1850,,
Nd10,Nlaka'pamux,xd1142,thom1243,Thompson,Salishan,EA004,0,0-5%,1860,,
Nd11,Shuswap,xd1143,shus1248,Shuswap,Salishan,EA004,0,0-5%,1850,with special reference to the southeastern Shuswap,
Nd12,Bitterroot Salish,xd1144,kali1309,Kalispel,Salishan,EA004,0,0-5%,1860,,
Nd13,Kalispel,xd1145,kali1309,Kalispel,Salishan,EA004,0,0-5%,1860,,
Nd14,Coeur d’Alene,xd1146,coeu1236,Coeur d'Alene,Salishan,EA004,0,0-5%,1860,,
Nd15,Sinkaitk,xd1147,sout2963,Southern Okanogan,Salishan,EA004,0,0-5%,1880,,
Nd16,Wenatchi,xd1148,wena1241,Wenatchi,Salishan,EA004,0,0-5%,1870,,
Nd17,Klikitat,xd1149,nucl1237,Nuclear Yakima,Sahaptian,EA004,0,0-5%,1870,,
Nd18,Wishram,xd1150,wasc1239,Wasco-Wishram,Chinookan,EA004,0,0-5%,1860,,
Nd19,Umatilla,xd1151,umat1237,Umatilla,Sahaptian,EA004,0,0-5%,1860,,
Nd2,Southern Ute,xd1152,utee1244,Ute,Uto-Aztecan,EA004,0,0-5%,1860,,
Nd20,Nez Perce,xd1153,nezp1238,Nez Perce,Sahaptian,EA004,0,0-5%,1850,,
Nd21,Tagotoka,xd1154,nort1551,North Northern Paiute,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd22,Wadadokado,xd1155,nort1551,North Northern Paiute,Uto-Aztecan,EA004,0,0-5%,1870,Wadadika of Harney Valley,
Nd23,Atsakudokwa,xd1156,nort1551,North Northern Paiute,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd24,Kidutokado,xd1157,nort1551,North Northern Paiute,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd25,Sawakudokwa,xd1158,nort1551,North Northern Paiute,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd26,Wadatkuht,xd992,sout2967,South Northern Paiute,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd27,Kuyuidokado,xd1160,sout2967,South Northern Paiute,Uto-Aztecan,EA004,0,0-5%,1860,,
Nd28,Toedokado,xd1161,sout2967,South Northern Paiute,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd29,Tunava (Deep Springs and Fish Lake),xd1162,mono1275,Mono (USA),Uto-Aztecan,EA004,0,0-5%,1870,including the Deep Springs Valley and Fish Lake Valley groups,
Nd3,Havasupai,xd1163,hava1249,Havasupai,Cochimi-Yuman,EA004,0,0-5%,1870,Havasupai Tribe,
Nd30,Eastern Mono,xd1164,mono1275,Mono (USA),Uto-Aztecan,EA004,0,0-5%,1870,,
Nd31,Koso,xd1165,pana1305,Panamint,Uto-Aztecan,EA004,0,0-5%,1850,,
Nd32,Tümpisa Shoshone (Saline and Panamint),xd1166,pana1305,Panamint,Uto-Aztecan,EA004,0,0-5%,1850,with special reference to those of Saline Valley,
Nd33,Beatty,xd1167,pana1305,Panamint,Uto-Aztecan,EA004,0,0-5%,1870,including the Belted Range group,
Nd34,Lida Shoshoni,xd1168,west2622,Western Shoshoni,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd35,Mahaguaduka,xd1169,west2622,Western Shoshoni,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd36,Wiyambituka,xd1170,west2622,Western Shoshoni,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd37,Railroad Valley Shoshoni,xd1171,west2622,Western Shoshoni,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd38,Ely Shoshoni,xd1172,west2622,Western Shoshoni,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd39,Spring Valley Shoshoni,xd995,west2622,Western Shoshoni,Uto-Aztecan,EA004,0,0-5%,1870,including the Shoshoni of Snake and Antelope Valleys,
Nd4,Sanpoil,xd1174,sanp1257,Sanpoil,Salishan,EA004,0,0-5%,1870,,
Nd40,Tubaduka,xd1175,west2622,Western Shoshoni,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd41,Wadaduka,xd1176,west2622,Western Shoshoni,Uto-Aztecan,EA004,0,0-5%,1870,,
Nd42,Elko Shoshoni,xd1177,west2622,Western Shoshoni,Uto-Aztecan,EA004,0,0-5%,1870,"including the Carlin, Halleck, and Wells groups",
Nd43,White Knife Shoshoni,xd1178,west2622,Western Shoshoni,Uto-Aztecan,EA004,0,0-5%,1860,,
Nd44,Yahanduka,xd1179,west2622,Western Shoshoni,Uto-Aztecan,EA004,0,0-5%,1850,,
