society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
If16,Lamotrek,xd831,lamo1243,Lamotrek,Austronesian,EA202,200.0,,1962,,See HRAF reference EA.
Ig14,Dahuni,xd846,suau1242,Suau,Austronesian,EA202,200.0,,1951,,in 1951; note focal year for cultural data is 1900
Ig4,Lesu,xd856,nots1237,Notsi,Austronesian,EA202,200.0,,1929,Lesu Village,The actual figure is 232 (1:15).
Na10,Chugach,xd1027,chug1254,Chugach,Eskimo-Aleut,EA202,200.0,,1933,,
Na12,Nunamiut,xd1029,nort2944,North Slope Inupiatun,Eskimo-Aleut,EA202,200.0,,1953,,
Nb25,Quinault,xd1085,quin1251,Quinault,Salishan,EA202,200.0,,1925,,in 1925; note focal year for cultural data is 1860
Nc32,Cupeño,xd1132,cupe1243,Cupeño,Uto-Aztecan,EA202,200.0,,1910,,in 1910; note focal year for cultural data is 1870
Nd21,Tagotoka,xd1154,nort1551,North Northern Paiute,Uto-Aztecan,EA202,200.0,,1890,,in 1890; note focal year for cultural data is 1870
Nd26,Wadatkuht,xd992,sout2967,South Northern Paiute,Uto-Aztecan,EA202,200.0,,1850,,in 1850; note focal year for cultural data is 1870
Nd3,Havasupai,xd1163,hava1249,Havasupai,Cochimi-Yuman,EA202,200.0,,1919,Havasupai Tribe,in 1919; Source is HRAF 1:Spier p. 98; note focal year for cultural data is 1870
Nd40,Tubaduka,xd1175,west2622,Western Shoshoni,Uto-Aztecan,EA202,200.0,,1875,,
Ne16,Karankawa,xd1215,kara1289,Karankawa,,EA202,200.0,,1814,,"in 1814; Data source gives population number as ""fewer than 200""; note focal year for cultural data is 1800"
Ne2,Kiowa Apache,xd1219,kiow1264,Kiowa Apache,Athabaskan-Eyak-Tlingit,EA202,200.0,,1934,,in 1934; note focal year for cultural data is 1870
Ni4,Seri,xd1289,seri1257,Seri,,EA202,200.0,,1960,,"in 1960; 2,000 aboriginally; note focal year for cultural data is 1900"
Sg5,Alacaluf,xd1387,qawa1238,Qawasqar,Kawesqar,EA202,200.0,,1900,with special reference to the southern bands,
Sd3,Palikur,xd1355,pali1279,Palikúr,Arawakan,EA202,240.0,,,,Date for population estimate missing
Nh12,Santa Ana,xd1262,sant1426,Santa Ana,Keresan,EA202,242.0,,1934,,in 1934; note focal year for cultural data is 1920
Na37,Rainy River Ojibwe,xd1053,rain1239,Rainy River Ojibwa,Algic,EA202,244.0,,1917,,in 1917; note focal year for cultural data is 1880
If4,Ifaluk,xd835,nucl1479,Nuclear Woleaian,Austronesian,EA202,250.0,,1948,with special reference to the inhabitants of Ifaluk atoll,
Nb33,Chimariko,xd1094,chim1301,Chimariko,,EA202,250.0,,1849,,in 1849; note focal year for cultural data is 1860
Nc12,Maidu,xd1110,nort2952,Northeast Maidu,Maiduan,EA202,250.0,,1905,with special reference to the Northeastern Mountain Maidu,in 1905; Northern Maidu; note focal year for cultural data is 1850
Nd37,Railroad Valley Shoshoni,xd1171,west2622,Western Shoshoni,Uto-Aztecan,EA202,250.0,,1875,,
Nh20,Kamia,xd1271,kumi1248,Tipai,Cochimi-Yuman,EA202,250.0,,1849,,in 1849; note focal year for cultural data is 1860
Si3,Bacairi,xd1400,baka1277,Bakairí,Cariban,EA202,250.0,,1947,Simao Lopes,
Na43,Netsilik,xd1060,nets1241,Natsilingmiutut,Eskimo-Aleut,EA202,260.0,,1923,,
Na14,Inughuit (Northern Greenland),xd1031,pola1254,Polar Eskimo,Eskimo-Aleut,EA202,271.0,,1926,,in 1926; note focal year for cultural data is 1880
Nb18,Quileute,xd1077,quil1240,Quileute,Chimakuan,EA202,285.0,,1945,,in 1945; note focal year for cultural data is 1880
Na11,Sivokakmeit,xd1028,cent2128,Central Siberian Yupik,Eskimo-Aleut,EA202,293.0,,1955,,in 1955; note focal year for cultural data is 1920
Id11,Gidjingali,xd774,gunn1248,Gun-narda,Maningrida,EA202,294.0,,1960,,
Aa7,Naron,xd7,naro1249,Naro,Khoe-Kwadi,EA202,300.0,,,,Date for population estimate missing
Ea13,Punjabi,xd600,west2386,Western Panjabi,Indo-European,EA202,300.0,,1950,Mohla Village,The actual figure is 350 (EA).
Ei6,Purum,xd712,puru1266,Purum,Sino-Tibetan,EA202,300.0,,1936,,
Id13,Anindilyagwa,xd776,anin1240,Anindilyakwa,Gunwinyguan,EA202,300.0,,1941,,in 1941; note focal year for cultural data is 1930
Ie12,Kwoma,xd788,kwom1262,Kwoma,Sepik,EA202,300.0,,1936,Hongwam subtribe; Rumbima,See HRAF reference 1:5
Na19,Dakelh,xd1035,carr1249,Carrier,Athabaskan-Eyak-Tlingit,EA202,300.0,,1925,with special reference to the Hwitsowitenne,"in 1925; Data source gives population number as ""more than 300""; note focal year for cultural data is 1880"
Na4,Kaska,xd1056,kask1239,Kaska,Athabaskan-Eyak-Tlingit,EA202,300.0,,,Upper Liard and Dease River Group,Date for population estimate missing; Source is HRAF:1 p. 37.
Na41,Mi'kmaq,xd1058,mikm1235,Mi'kmaq,Algic,EA202,300.0,,1630,Mainland division,in 1630; Source is Handbook of North American Indians vol. 15 p. 117; note focal year for cultural data is 1700
Nc1,Nomlaki,xd1107,noml1242,Nomlaki,Wintuan,EA202,300.0,,1954,,in 1954; note focal year for cultural data is 1850
Nc2,Tübalulabal,xd1118,tuba1278,Tübatulabal,Uto-Aztecan,EA202,300.0,,,,Aboriginally; 145 in 1932; Note focal year for cultural data is 1850
Nc9,Modoc,xd1140,klam1254,Klamath-Modoc,,EA202,300.0,,1910,,in 1910; note focal year for cultural data is 1860
Nd13,Kalispel,xd1145,kali1309,Kalispel,Salishan,EA202,300.0,,1905,,in 1905; note focal year for cultural data is 1860
Nd15,Sinkaitk,xd1147,sout2963,Southern Okanogan,Salishan,EA202,300.0,,1930,,in 1930; note focal year for cultural data is 1880
Nd52,Shivwits,xd1188,sout2969,Southern Paiute,Uto-Aztecan,EA202,300.0,,1873,"including the Suwuntsu (St. George), Gunlock, and Uinkaret groups of Southern Paiute",in 1873; note focal year for cultural data is 1860
Ne6,Mandan,xd1225,mand1446,Mandan,Siouan,EA202,300.0,,1870,,"in 1870; Source is HRAF 2:Bowers, p. 1; note focal year for cultural data is 1830"
Ng4,Penobscot,xd1253,peno1243,Penobscot,Algic,EA202,300.0,,1930,,in 1930; note focal year for cultural data is 1900
Sc17,Piapoco,xd1343,piap1246,Piapoco,Arawakan,EA202,300.0,,,,"Date for population estimate missing; Data source gives population number as ""a few thousand"""
Sj4,Canela,xd1412,cane1242,Canela-Krahô,Nuclear-Macro-Je,EA202,300.0,,1930,Ramcocamecra or Canella,See EA-Summary
Nh25,Sia,xd1276,ziaa1251,Zia (United States),Keresan,EA202,327.0,,1957,,in 1957; note focal year for cultural data is 1920
Nb23,Heiltsuk,xd1083,bell1263,Bella Bella,Wakashan,EA202,330.0,,1901,,in 1901; note focal year for cultural data is 1880
Nd55,Southern Paiute (Las Vegas),xd1189,sout2969,Southern Paiute,Uto-Aztecan,EA202,330.0,,1874,"including the Pahrump, Ash Medows, and Tule Springs groups",in 1874; note focal year for cultural data is 1860
Si7,Paresi,xd1404,pare1272,Parecís,Arawakan,EA202,340.0,,1908,with special reference to the Cozarimi,
Na34,Pekangekum,xd1050,lacs1238,Lac Seul Ojibwa,Algic,EA202,342.0,,1949,a band of Northern Saulteaux very closely akin to Na33 (Berens River band) but described as of a much more recent date,
Nd54,Chemehuevi,xd1190,chem1251,Chemehuevi,Uto-Aztecan,EA202,350.0,,1920,Colorado River Reservation,in 1920; note focal year for cultural data is 1860
Nh26,Santa Clara,xd1277,sant1421,Santa Clara,Kiowa-Tanoan,EA202,350.0,,1926,,in 1926; note focal year for cultural data is 1910
Na29,Beaver,xd1045,beav1236,Beaver,Athabaskan-Eyak-Tlingit,EA202,380.0,,1914,,in 1914; note focal year for cultural data is 1850
Ie16,Kutubu,xd792,foii1241,Foi,East Kutubu,EA202,400.0,,1940,,
Ii6,Tokelau,xd885,toke1240,Tokelau,Austronesian,EA202,400.0,,,with special reference to Atafu,Date for population estimate missing
Ij10,Tongarevans,xd890,penr1237,Māngarongaro,Austronesian,EA202,400.0,,1926,,"in 1926; Data source gives population number as ""under 400""; note focal year for cultural data is 1900"
Ij4,Manihikians,xd893,raka1237,Rakahanga-Manihiki,Austronesian,EA202,400.0,,1926,,in 1926; note focal year for cultural data is 1850
Na24,Tasiilaq,xd1040,tunu1234,Tunumiisiut,Eskimo-Aleut,EA202,400.0,,1884,,
Na44,Taqagmiut,xd1061,queb1248,Nunavik,Eskimo-Aleut,EA202,400.0,,1916,,
Nb8,Haisla,xd1105,hais1244,Haisla,Wakashan,EA202,400.0,,1930,,in 1930; note focal year for cultural data is 1880
Nb9,Nuxalk,xd1106,bell1243,Bella Coola,Salishan,EA202,400.0,,,"Central group, lower B.C. River",Date for population estimate missing; Source is HRAF:1 p. v.
Nd36,Wiyambituka,xd1170,west2622,Western Shoshoni,Uto-Aztecan,EA202,400.0,,1870,,
Nh2,Hano,xd1270,ariz1237,Arizona Tewa,Kiowa-Tanoan,EA202,400.0,,1950,,
ec17,Negidal,xd625,negi1245,Negidal,Tungusic,EA202,420.0,,1890,Upper Amgun' River group,Upper Amgun River group
If9,Ulithians,xd840,ulit1238,Ulithian,Austronesian,EA202,421.0,,1949,,in 1949; note focal year for cultural data is 1900
If7,Gilbert Onotoa,xd838,nuii1237,Nui,Austronesian,EA202,450.0,,,with special reference to the inhabitants of Onotoa,Date for population estimate missing; on Onotoa
Ij9,Easter Islanders,xd898,rapa1244,Rapanui,Austronesian,EA202,450.0,,1936,,in 1936; note focal year for cultural data is 1860
Nd39,Spring Valley Shoshoni,xd995,west2622,Western Shoshoni,Uto-Aztecan,EA202,450.0,,1885,including the Shoshoni of Snake and Antelope Valleys,in 1885; note focal year for cultural data is 1870
Sf8,Piro,xd1381,yine1238,Yine,Arawakan,EA202,450.0,,1952,,
Ie34,Bgu,xd812,bong1287,Bonggo,Austronesian,EA202,480.0,,1864,,in 1864; note focal year for cultural data is 1960
Ii7,Kapingamarangi,xd886,kapi1249,Kapingamarangi,Austronesian,EA202,482.0,,1950,,in 1950; note focal year for cultural data is 1910
Nb16,Klallam,xd1075,clal1241,Clallam,Salishan,EA202,485.0,,1881,,in 1881; note focal year for cultural data is 1860
Ei11,Aimol,xd698,aimo1244,Aimol,Sino-Tibetan,EA202,500.0,,1931,,in 1931; note focal year for cultural data is 1910
If11,Kosraeans,xd826,kosr1238,Kosraean,Austronesian,EA202,500.0,,1905,,in 1905; note focal year for cultural data is 1860
Ii3,Pukapukans,xd882,puka1242,Pukapuka,Austronesian,EA202,500.0,,,,Date for population estimate missing
Na21,Caribou Inuit,xd1038,cari1277,Kivalliq,Eskimo-Aleut,EA202,500.0,,1923,,in 1923; note focal year for cultural data is 1900
Na22,Iglulik Inuit,xd1025,west2618,Western Canadian Inuktitut,Eskimo-Aleut,EA202,500.0,,1920,with special reference to the Aivilingmiut and Iglulingmiut,
Nc15,Coast Yuki,xd1113,yuki1243,Yuki,Yuki-Wappo,EA202,500.0,,1950,,in 1950; 15 in 1910; note focal year for cultural data is 1860
Nc16,Huchnom,xd1114,yuki1243,Yuki,Yuki-Wappo,EA202,500.0,,,,Aboriginally; 8 in 1910; Note focal year for cultural data is 1860
Nc21,Lake Miwok,xd1120,lake1258,Lake Miwok,Miwok-Costanoan,EA202,500.0,,,,Aboriginally; 8 in 1910; Note focal year for cultural data is 1860
Nc23,Western Mono,xd1122,mono1275,Mono (USA),Uto-Aztecan,EA202,500.0,,1920,,"in 1920; Data source gives population number as ""more than 500""; note focal year for cultural data is 1870"
Nd14,Coeur d’Alene,xd1146,coeu1236,Coeur d'Alene,Salishan,EA202,500.0,,1905,,in 1905; note focal year for cultural data is 1860
Nd47,Tukudika,xd1181,nort2955,Northern Shoshoni,Uto-Aztecan,EA202,500.0,,1860,,
Nd66,Yavapai,xd1203,yava1252,Yavapai,Cochimi-Yuman,EA202,500.0,,1870,with exdlusive reference to the Northeastern Yavapai,
Nd67,Tolkepaya,xd1204,yava1252,Yavapai,Cochimi-Yuman,EA202,500.0,,1870,,
Nf5,Wichita,xd1239,wich1260,Wichita,Caddoan,EA202,500.0,,1950,,in 1950; note focal year for cultural data is 1860
Sc2,Pumé,xd1345,pume1238,Pumé,,EA202,500.0,,1947,,The actual figure is 519.
ec12,Nganasan,xd620,ngan1291,Nganasan,Uralic,EA202,500.0,,1930,Avam (Western) group,Avam group
ec19,Orok,xd627,orok1265,Orok,Tungusic,EA202,500.0,,1890,Northern group,
Nd35,Mahaguaduka,xd1169,west2622,Western Shoshoni,Uto-Aztecan,EA202,530.0,,1874,,
Aa9,Hadza,xd9,hadz1240,Hadza,,EA202,600.0,,,Hatsa Kindiga Tribe,Date for population estimate missing; This population figure is taken from EA-Summary
Cj8,Druze,xd594,sunn1238,Sunni Beiruti Arabic,Afro-Asiatic,EA202,600.0,,1930,with special reference to those of Mount Carmel in Israel,in the Mount Carmel region
Ed6,Min Chinese,xd649,minn1241,Min Nan Chinese,Sino-Tibetan,EA202,600.0,,1919,with special reference to those in the hinterland of Swatow,See HRAF reference 1:29.
Ie26,Ngarawapum,xd803,adze1240,Adzera,Austronesian,EA202,600.0,,1945,,
Nb34,Karuk,xd1095,karo1304,Karok,,EA202,600.0,,1905,,in 1905; note focal year for cultural data is 1860
Nd12,Bitterroot Salish,xd1144,kali1309,Kalispel,Salishan,EA202,600.0,,1906,,in 1906; Source is HRAF 7:Teit p. 315; note focal year for cultural data is 1860
Nd42,Elko Shoshoni,xd1177,west2622,Western Shoshoni,Uto-Aztecan,EA202,600.0,,1872,"including the Carlin, Halleck, and Wells groups",
Nd46,Agaiduka,xd1182,nort2955,Northern Shoshoni,Uto-Aztecan,EA202,600.0,,1860,,
Nd53,Southern Paiute (Kaibab),xd1189,sout2969,Southern Paiute,Uto-Aztecan,EA202,600.0,,1850,,
Nd63,Bannock,xd1200,bann1248,Bannock,Uto-Aztecan,EA202,600.0,,1869,with special reference to the Eastern Bannock,
Nd8,Chilcotin,xd1206,chil1280,Chilcotin,Athabaskan-Eyak-Tlingit,EA202,600.0,,1840,with special reference to the Alexis Creek and Redstone bands,in 1840; note focal year for cultural data is 1880
Nh7,Cochiti,xd1283,coch1273,Cochiti,Keresan,EA202,600.0,,,,Date for population estimate missing
Sc3,Barama River Carib,xd1346,mura1272,Murato,Cariban,EA202,600.0,,1932,Barama River,See HRAF reference 1:13.
Nb35,Hupa,xd1096,hupa1239,Hupa,Athabaskan-Eyak-Tlingit,EA202,640.0,,1870,,
Id5,Kariyarra,xd780,kari1304,Kariyarra,Pama-Nyungan,EA202,650.0,,1865,,in 1865; note focal year for cultural data is 1910
Na26,Dena'ina,xd1042,tana1289,Tanaina,Athabaskan-Eyak-Tlingit,EA202,650.0,,1932,with special reference to the Iliamna,in 1932; note focal year for cultural data is 1870
Nh8,Jemez,xd1284,jeme1245,Towa,Kiowa-Tanoan,EA202,650.0,,1937,,in 1937; note focal year for cultural data is 1920
Nb24,Makah,xd1084,maka1318,Makah,Wakashan,EA202,654.0,,1861,,
Nd4,Sanpoil,xd1174,sanp1257,Sanpoil,Salishan,EA202,660.0,,1860,,
Eg4,Toda,xd680,toda1252,Toda,Dravidian,EA202,700.0,,1901,Toda Tribe,The actual figure is 736 (1:469).
Ie5,Keraki,xd819,namb1293,Nambo,Morehead-Wasur,EA202,700.0,,1926,,
Ii5,Ontong Java,xd884,onto1237,Luangiua,Austronesian,EA202,700.0,,1928,"Leuenuwa, Lord Howe's Islanders",
Na32,Montagnais,xd1048,mont1268,Montagnais,Algic,EA202,700.0,,1929,Lake St. John & Mistassini Band,in 1929; Source is EA-Summary; note focal year for cultural data is 1880
Nb4,Yurok,xd1101,yuro1248,Yurok,Algic,EA202,700.0,,1910,,"in 1910; HRAF 9:Kroeber, p. 19; note focal year for cultural data is 1850"
Nc6,Kumeyaay,xd1137,kumi1248,Tipai,Cochimi-Yuman,EA202,700.0,,,with special reference to the Southern Diegueno,Date for population estimate missing
Nd27,Kuyuidokado,xd1160,sout2967,South Northern Paiute,Uto-Aztecan,EA202,700.0,,1866,,
Nh5,Maricopa,xd1281,mari1440,Maricopa,Cochimi-Yuman,EA202,700.0,,1850,,
Nh6,Taos,xd1282,taos1236,Taos,Kiowa-Tanoan,EA202,700.0,,1930,,in 1930; note focal year for cultural data is 1890
Ae47,Puku,xd168,bata1285,Batanga,Atlantic-Congo,EA202,713.0,,1949,,in 1949; note focal year for cultural data is 1900
Nc31,Cahuilla (Desert),xd1131,cahu1264,Cahuilla,Uto-Aztecan,EA202,750.0,,1920,with special reference to the Desert Cahuilla,in 1920; note focal year for cultural data is 1870
Sc13,Panare,xd1339,enap1235,Panare,Cariban,EA202,750.0,,1954,,
Ig8,Simboese,xd860,simb1256,Simbo,Austronesian,EA202,800.0,,1960,,in 1960; note focal year for cultural data is 1910
Na3,Copper Inuit,xd1022,copp1244,Inuinnaqtun,Eskimo-Aleut,EA202,800.0,,1915,Coronation Gulf,
Nb36,Wiyot,xd1097,wiyo1248,Wiyot,Algic,EA202,800.0,,1853,,
Nd28,Toedokado,xd1161,sout2967,South Northern Paiute,Uto-Aztecan,EA202,800.0,,1866,,
Nd43,White Knife Shoshoni,xd1178,west2622,Western Shoshoni,Uto-Aztecan,EA202,800.0,,,,Aboriginally; Note focal year for cultural data is 1860
Ne13,Kainai,xd1212,bloo1239,Blood,Algic,EA202,800.0,,1809,,in 1809; note focal year for cultural data is 1850
Nh16,Jicarilla,xd1266,jica1244,Jicarilla Apache,Athabaskan-Eyak-Tlingit,EA202,800.0,,1805,"Jicarilla Reservation, Dulce, New Mexico",in 1805; note focal year for cultural data is 1870
Sj1,Carajá,xd1407,kara1500,Karajá,Nuclear-Macro-Je,EA202,800.0,,1939,,in 1939; note focal year for cultural data is 1950
ch22,Lithuanian Karaim,xd560,kara1464,Karaim,Turkic,EA202,800.0,,1987,with special reference to those of the Trakaj area,in 1987; note focal year for cultural data is 1895
ec20,Oroch,xd629,oroc1248,Oroch,Tungusic,EA202,800.0,,1890,Oroch people as a whole,
Na35,Nipigon,xd1051,cent2136,Central Ojibwa,Algic,EA202,820.0,,1880,,in 1880; note focal year for cultural data is 1800
Nf12,Ponca,xd1232,ponc1241,Ponca,Siouan,EA202,825.0,,1880,,in 1880; note focal year for cultural data is 1850
If10,Nomoians,xd825,mort1237,Mortlockese,Austronesian,EA202,900.0,,1935,,
If3,Majuro,xd834,rata1243,Ratak,Austronesian,EA202,900.0,,1947,With special reference to the inhabitants of Majuro,See EA-Summary
Na15,Tlicho,xd1032,dogr1252,Dogrib,Athabaskan-Eyak-Tlingit,EA202,900.0,,1959,,in 1959; note focal year for cultural data is 1860
Na33,Northern Saulteaux,xd1049,alba1270,Albany River Ojibwa,Algic,EA202,900.0,,1930,Berens River band,"in 1930; Berens River band only, source is SCCS-186; note focal year for cultural data is 1870"
Nh27,Kewa,xd1278,sant1425,Santo Domingo,Keresan,EA202,900.0,,1931,,
Ag43,Vagala,xd281,vagl1239,Vagla,Atlantic-Congo,EA202,1000.0,,1930,,
Ah27,Zuande,xd317,bita1251,Bitare,Atlantic-Congo,EA202,1000.0,,1947,,in 1947; note focal year for cultural data is 1920
Ca17,Tsamai,xd423,tsam1247,Tsamai,Afro-Asiatic,EA202,1000.0,,1951,,
Id3,Tiwi,xd778,tiwi1244,Tiwi,,EA202,1000.0,,1928,Tiwi Tribe: Melville Island,
Ie4,Wogeo,xd818,woge1237,Wogeo,Austronesian,EA202,1000.0,,,"Dap, Wonevaro district",Date for population estimate missing
Ii10,Rennell Islanders,xd877,renn1242,Rennell-Bellona,Austronesian,EA202,1000.0,,1950,,
Na2,Tareumiut,xd1036,nort2944,North Slope Inupiatun,Eskimo-Aleut,EA202,1000.0,,1880,,
Nb3,Kwakwaka'wakw,xd1090,kwak1269,Kwak'wala,Wakashan,EA202,1000.0,,1920,,in 1920; note focal year for cultural data is 1890
Nc17,Northern Pomo,xd1115,nort2966,Northern Pomo,Pomoan,EA202,1000.0,,1850,with special reference to those of Kalekau,"Source is HRAF 1:Kroeber, p. 237 (Northern Pomo)."
Nc18,Eastern Pomo,xd1116,east2545,Eastern Pomo,Pomoan,EA202,1000.0,,1840,"Clear Lake, Village of Cignon",in 1840; Source is HRAF 1:Kroeber p. 237 (Clear Lake Pomo only); note focal year for cultural data is 1860
Nc19,Southern Pomo,xd1117,sout2984,Southern Pomo,Pomoan,EA202,1000.0,,1850,with special reference to those near Santa Rosa,"Source is HRAF 1:Kroeber, p. 237 (Southern Pomo)."
Nd18,Wishram,xd1150,wasc1239,Wasco-Wishram,Chinookan,EA202,1000.0,,1800,,in 1800; note focal year for cultural data is 1860
Nd2,Southern Ute,xd1152,utee1244,Ute,Uto-Aztecan,EA202,1000.0,,,,Date for population estimate missing
Nd30,Eastern Mono,xd1164,mono1275,Mono (USA),Uto-Aztecan,EA202,1000.0,,1870,,
Nd6,Washo,xd1196,wash1253,Washo,,EA202,1000.0,,1845,,850 in 1960
Nd65,Hualapai,xd1202,wala1270,Walapai,Cochimi-Yuman,EA202,1000.0,,1870,,
