society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Nb28,Alsea,xd1088,alse1251,Alsea-Yaquina,,EA040,1,Absence or near absence,1860,,
Nb29,Siuslaw,xd1089,sius1254,Siuslaw,,EA040,1,Absence or near absence,1860,,
Nb3,Kwakwaka'wakw,xd1090,kwak1269,Kwak'wala,Wakashan,EA040,1,Absence or near absence,1890,,
Nb30,Takelma,xd1091,take1257,Takelma,,EA040,1,Absence or near absence,1860,,
Nb31,Tututni,xd1092,tutu1242,Tututni,Athabaskan-Eyak-Tlingit,EA040,1,Absence or near absence,1870,,
Nb32,Shasta,xd1093,shas1239,Shasta,Shastan,EA040,1,Absence or near absence,1860,with special reference to the Shastika or eastern Shasta,
Nb33,Chimariko,xd1094,chim1301,Chimariko,,EA040,1,Absence or near absence,1860,,
Nb34,Karuk,xd1095,karo1304,Karok,,EA040,1,Absence or near absence,1860,,
Nb35,Hupa,xd1096,hupa1239,Hupa,Athabaskan-Eyak-Tlingit,EA040,1,Absence or near absence,1860,,
Nb36,Wiyot,xd1097,wiyo1248,Wiyot,Algic,EA040,1,Absence or near absence,1860,,
Nb37,Lassik,xd1098,wail1244,Wailaki,Athabaskan-Eyak-Tlingit,EA040,1,Absence or near absence,1860,,
Nb38,Mattole-Bear River,xd1099,matt1238,Mattole,Athabaskan-Eyak-Tlingit,EA040,1,Absence or near absence,1860,with special reference to the inhabitants of the Bear River,
Nb39,Sinkyone,xd1100,wail1244,Wailaki,Athabaskan-Eyak-Tlingit,EA040,1,Absence or near absence,1860,,
Nb4,Yurok,xd1101,yuro1248,Yurok,Algic,EA040,1,Absence or near absence,1850,,
Nb5,Eyak,xd1102,eyak1241,Eyak,Athabaskan-Eyak-Tlingit,EA040,1,Absence or near absence,1890,Eyak Tribe,
Nb6,Tolowa,xd1103,tolo1259,Tolowa-Chetco,Athabaskan-Eyak-Tlingit,EA040,1,Absence or near absence,1870,,
Nb7,Tsimshian,xd1104,nucl1649,Southern-Coastal Tsimshian,Tsimshian,EA040,1,Absence or near absence,1880,,
Nb8,Haisla,xd1105,hais1244,Haisla,Wakashan,EA040,1,Absence or near absence,1880,,
Nb9,Nuxalk,xd1106,bell1243,Bella Coola,Salishan,EA040,1,Absence or near absence,1880,"Central group, lower B.C. River",
Nc1,Nomlaki,xd1107,noml1242,Nomlaki,Wintuan,EA040,1,Absence or near absence,1850,,
Nc10,Achumawi,xd1108,achu1247,Achumawi,Palaihnihan,EA040,1,Absence or near absence,1860,,
Nc11,Yana,xd1109,yana1271,Yana,,EA040,1,Absence or near absence,1860,,
Nc12,Maidu,xd1110,nort2952,Northeast Maidu,Maiduan,EA040,1,Absence or near absence,1850,with special reference to the Northeastern Mountain Maidu,
Nc13,Nisenan,xd1111,nise1244,Nisenan,Maiduan,EA040,1,Absence or near absence,1850,with special reference to the Hill and Mountain Nisenan,
Nc14,Wintu,xd1112,nucl1651,Nuclear Wintu,Wintuan,EA040,1,Absence or near absence,1860,with special reference to the northeastern Wintu,
Nc15,Coast Yuki,xd1113,yuki1243,Yuki,Yuki-Wappo,EA040,1,Absence or near absence,1860,,
Nc16,Huchnom,xd1114,yuki1243,Yuki,Yuki-Wappo,EA040,1,Absence or near absence,1860,,
Nc17,Northern Pomo,xd1115,nort2966,Northern Pomo,Pomoan,EA040,1,Absence or near absence,1860,with special reference to those of Kalekau,
Nc18,Eastern Pomo,xd1116,east2545,Eastern Pomo,Pomoan,EA040,1,Absence or near absence,1860,"Clear Lake, Village of Cignon",
Nc19,Southern Pomo,xd1117,sout2984,Southern Pomo,Pomoan,EA040,1,Absence or near absence,1860,with special reference to those near Santa Rosa,
Nc2,Tübalulabal,xd1118,tuba1278,Tübatulabal,Uto-Aztecan,EA040,1,Absence or near absence,1850,,
Nc20,Wappo,xd1119,wapp1239,Wappo,Yuki-Wappo,EA040,1,Absence or near absence,1860,,
Nc21,Lake Miwok,xd1120,lake1258,Lake Miwok,Miwok-Costanoan,EA040,1,Absence or near absence,1860,,
Nc22,Patwin,xd1121,patw1250,Patwin,Wintuan,EA040,1,Absence or near absence,1850,with special reference to the Hill Patwin,
Nc23,Western Mono,xd1122,mono1275,Mono (USA),Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nc24,Southern Valley Yokuts,xd1123,vall1251,Valley Yokuts,Yokutsan,EA040,1,Absence or near absence,1860,Tulare Lake,
Nc25,Wukchumni,xd1124,tule1245,Tule-Kaweah Yokuts,Yokutsan,EA040,1,Absence or near absence,1860,,
Nc26,Salinan,xd1125,sali1253,Salinan,,EA040,1,Absence or near absence,1770,,
Nc27,Kawaiisu,xd1126,kawa1283,Kawaiisu,Uto-Aztecan,EA040,1,Absence or near absence,1860,,
Nc28,Chumash,xd1127,cruz1243,Cruzeño,Chumashan,EA040,1,Absence or near absence,1800,,
Nc29,Tongva,xd1128,tong1329,Tongva,Uto-Aztecan,EA040,1,Absence or near absence,1770,,
Nc3,Northern Foothill Yokuts,xd1129,nort2937,Northern Hill/Valley Yokuts,Yokutsan,EA040,1,Absence or near absence,1850,with special reference to those of the Northern Foothills,
Nc30,Serrano,xd1130,serr1255,Serrano,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nc31,Cahuilla (Desert),xd1131,cahu1264,Cahuilla,Uto-Aztecan,EA040,1,Absence or near absence,1870,with special reference to the Desert Cahuilla,
Nc32,Cupeño,xd1132,cupe1243,Cupeño,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nc33,Luiseño,xd1133,luis1253,Luiseno,Uto-Aztecan,EA040,1,Absence or near absence,1860,,
Nc34,Kiliwa,xd1134,kili1268,Kiliwa,Cochimi-Yuman,EA040,1,Absence or near absence,1880,,
Nc4,Atsugewi,xd1135,atsu1245,Atsugewi,Palaihnihan,EA040,1,Absence or near absence,1860,,
Nc5,Central Sierra Miwok,xd1136,cent2140,Central Sierra Miwok,Miwok-Costanoan,EA040,1,Absence or near absence,1850,with special reference to the Central Sierra group,
Nc6,Kumeyaay,xd1137,kumi1248,Tipai,Cochimi-Yuman,EA040,1,Absence or near absence,1850,with special reference to the Southern Diegueno,
Nc7,Yuki,xd1138,yuki1243,Yuki,Yuki-Wappo,EA040,1,Absence or near absence,1850,,
Nc8,Klamath,xd1139,klam1254,Klamath-Modoc,,EA040,1,Absence or near absence,1860,Klamath Tribe,
Nc9,Modoc,xd1140,klam1254,Klamath-Modoc,,EA040,1,Absence or near absence,1860,,
Nd1,Tenino,xd1141,teni1238,Tenino,Sahaptian,EA040,1,Absence or near absence,1850,,But some horses were obtained by trade from tribes to the east
Nd10,Nlaka'pamux,xd1142,thom1243,Thompson,Salishan,EA040,1,Absence or near absence,1860,,
Nd11,Shuswap,xd1143,shus1248,Shuswap,Salishan,EA040,1,Absence or near absence,1850,with special reference to the southeastern Shuswap,
Nd17,Klikitat,xd1149,nucl1237,Nuclear Yakima,Sahaptian,EA040,1,Absence or near absence,1870,,
Nd18,Wishram,xd1150,wasc1239,Wasco-Wishram,Chinookan,EA040,1,Absence or near absence,1860,,
Nd21,Tagotoka,xd1154,nort1551,North Northern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd22,Wadadokado,xd1155,nort1551,North Northern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1870,Wadadika of Harney Valley,
Nd23,Atsakudokwa,xd1156,nort1551,North Northern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd24,Kidutokado,xd1157,nort1551,North Northern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd25,Sawakudokwa,xd1158,nort1551,North Northern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd26,Wadatkuht,xd992,sout2967,South Northern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd27,Kuyuidokado,xd1160,sout2967,South Northern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1860,,
Nd28,Toedokado,xd1161,sout2967,South Northern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd29,Tunava (Deep Springs and Fish Lake),xd1162,mono1275,Mono (USA),Uto-Aztecan,EA040,1,Absence or near absence,1870,including the Deep Springs Valley and Fish Lake Valley groups,
Nd3,Havasupai,xd1163,hava1249,Havasupai,Cochimi-Yuman,EA040,1,Absence or near absence,1870,Havasupai Tribe,
Nd30,Eastern Mono,xd1164,mono1275,Mono (USA),Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd31,Koso,xd1165,pana1305,Panamint,Uto-Aztecan,EA040,1,Absence or near absence,1850,,
Nd32,Tümpisa Shoshone (Saline and Panamint),xd1166,pana1305,Panamint,Uto-Aztecan,EA040,1,Absence or near absence,1850,with special reference to those of Saline Valley,
Nd33,Beatty,xd1167,pana1305,Panamint,Uto-Aztecan,EA040,1,Absence or near absence,1870,including the Belted Range group,
Nd34,Lida Shoshoni,xd1168,west2622,Western Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd35,Mahaguaduka,xd1169,west2622,Western Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd36,Wiyambituka,xd1170,west2622,Western Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd37,Railroad Valley Shoshoni,xd1171,west2622,Western Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd38,Ely Shoshoni,xd1172,west2622,Western Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd39,Spring Valley Shoshoni,xd995,west2622,Western Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1870,including the Shoshoni of Snake and Antelope Valleys,
Nd4,Sanpoil,xd1174,sanp1257,Sanpoil,Salishan,EA040,1,Absence or near absence,1870,,
Nd40,Tubaduka,xd1175,west2622,Western Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd41,Wadaduka,xd1176,west2622,Western Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd42,Elko Shoshoni,xd1177,west2622,Western Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1870,"including the Carlin, Halleck, and Wells groups",
Nd43,White Knife Shoshoni,xd1178,west2622,Western Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1860,,
Nd44,Yahanduka,xd1179,west2622,Western Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1850,,
Nd46,Agaiduka,xd1182,nort2955,Northern Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1860,,But a few people had horses
Nd47,Tukudika,xd1181,nort2955,Northern Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1850,,
Nd48,Gosiute,xd1183,gosi1242,Gosiute,Uto-Aztecan,EA040,1,Absence or near absence,1860,with special reference to those of Deep Creek,
Nd49,Antarianunts,xd1184,utee1244,Ute,Uto-Aztecan,EA040,1,Absence or near absence,1860,including the Kaiparowits band,
Nd5,Hukundika,xd1185,nort2955,Northern Shoshoni,Uto-Aztecan,EA040,1,Absence or near absence,1870,,
Nd50,Panguitch,xd1186,utee1244,Ute,Uto-Aztecan,EA040,1,Absence or near absence,1860,,
Nd51,Moapa,xd1187,sout2969,Southern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1860,,
Nd52,Shivwits,xd1188,sout2969,Southern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1860,"including the Suwuntsu (St. George), Gunlock, and Uinkaret groups of Southern Paiute",
Nd53,Southern Paiute (Kaibab),xd1189,sout2969,Southern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1860,,
Nd54,Chemehuevi,xd1190,chem1251,Chemehuevi,Uto-Aztecan,EA040,1,Absence or near absence,1860,Colorado River Reservation,
Nd55,Southern Paiute (Las Vegas),xd1189,sout2969,Southern Paiute,Uto-Aztecan,EA040,1,Absence or near absence,1860,"including the Pahrump, Ash Medows, and Tule Springs groups",
Nd59,Moanunts,xd1195,utee1244,Ute,Uto-Aztecan,EA040,1,Absence or near absence,1860,,
Nd6,Washo,xd1196,wash1253,Washo,,EA040,1,Absence or near absence,1850,,
Nd66,Yavapai,xd1203,yava1252,Yavapai,Cochimi-Yuman,EA040,1,Absence or near absence,1870,with exdlusive reference to the Northeastern Yavapai,
Nd67,Tolkepaya,xd1204,yava1252,Yavapai,Cochimi-Yuman,EA040,1,Absence or near absence,1870,,
Nd8,Chilcotin,xd1206,chil1280,Chilcotin,Athabaskan-Eyak-Tlingit,EA040,1,Absence or near absence,1880,with special reference to the Alexis Creek and Redstone bands,
Nd9,Lillooet,xd1207,lill1248,Lillooet,Salishan,EA040,1,Absence or near absence,1860,,
